sentence_id	sentence	target	category	polarity	category_polarity	entailed	start	end
1175958:2	Try everything for that matter , it is all good .	NULL	food quality	neutral	food quality neutral	no	0	0
1175958:3	I have been going there since it opened and I can 't get enough .	NULL	restaurant general	negative	restaurant general negative	no	0	0
1175958:3	I have been going there since it opened and I can 't get enough .	NULL	restaurant general	positive	restaurant general positive	yes	0	0
1175958:3	I have been going there since it opened and I can 't get enough .	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
1189674:0	First went here to enjoy their garden terrace .	garden terrace	ambience general	negative	ambience general negative	no	0	0
1189674:0	First went here to enjoy their garden terrace .	garden terrace	ambience general	positive	ambience general positive	yes	7	9
1189674:0	First went here to enjoy their garden terrace .	garden terrace	ambience general	neutral	ambience general neutral	no	0	0
1189674:1	The food was amazing , and the service was prompt and helpful , but not over-bearing or rushed .	food	food quality	negative	food quality negative	no	0	0
1189674:1	The food was amazing , and the service was prompt and helpful , but not over-bearing or rushed .	food	food quality	positive	food quality positive	yes	2	3
1189674:1	The food was amazing , and the service was prompt and helpful , but not over-bearing or rushed .	food	food quality	neutral	food quality neutral	no	0	0
1189674:1	The food was amazing , and the service was prompt and helpful , but not over-bearing or rushed .	service	service general	negative	service general negative	no	0	0
1189674:1	The food was amazing , and the service was prompt and helpful , but not over-bearing or rushed .	service	service general	positive	service general positive	yes	8	9
1189674:1	The food was amazing , and the service was prompt and helpful , but not over-bearing or rushed .	service	service general	neutral	service general neutral	no	0	0
1189674:2	The Steak Tartare is a great bet , they fix it for you at the table .	Steak Tartare	food style_options	negative	food style_options negative	no	0	0
1189674:2	The Steak Tartare is a great bet , they fix it for you at the table .	Steak Tartare	food style_options	positive	food style_options positive	yes	2	4
1189674:2	The Steak Tartare is a great bet , they fix it for you at the table .	Steak Tartare	food style_options	neutral	food style_options neutral	no	0	0
1189674:3	Admittedly some nights inside the restaurant were rather warm , but the open kitchen is part of the charm .	open kitchen	ambience general	negative	ambience general negative	no	0	0
1189674:3	Admittedly some nights inside the restaurant were rather warm , but the open kitchen is part of the charm .	open kitchen	ambience general	positive	ambience general positive	yes	13	15
1189674:3	Admittedly some nights inside the restaurant were rather warm , but the open kitchen is part of the charm .	open kitchen	ambience general	neutral	ambience general neutral	no	0	0
1189674:3	Admittedly some nights inside the restaurant were rather warm , but the open kitchen is part of the charm .	restaurant	ambience general	negative	ambience general negative	yes	6	7
1189674:3	Admittedly some nights inside the restaurant were rather warm , but the open kitchen is part of the charm .	restaurant	ambience general	positive	ambience general positive	no	0	0
1189674:3	Admittedly some nights inside the restaurant were rather warm , but the open kitchen is part of the charm .	restaurant	ambience general	neutral	ambience general neutral	no	0	0
1189674:4	Great wine selection , Gigondas is worth the price , and the house champagne is a great value .	wine selection	drinks style_options	negative	drinks style_options negative	no	0	0
1189674:4	Great wine selection , Gigondas is worth the price , and the house champagne is a great value .	wine selection	drinks style_options	positive	drinks style_options positive	yes	2	4
1189674:4	Great wine selection , Gigondas is worth the price , and the house champagne is a great value .	wine selection	drinks style_options	neutral	drinks style_options neutral	no	0	0
1189674:4	Great wine selection , Gigondas is worth the price , and the house champagne is a great value .	Gigondas	drinks quality	negative	drinks quality negative	no	0	0
1189674:4	Great wine selection , Gigondas is worth the price , and the house champagne is a great value .	Gigondas	drinks quality	positive	drinks quality positive	yes	5	6
1189674:4	Great wine selection , Gigondas is worth the price , and the house champagne is a great value .	Gigondas	drinks quality	neutral	drinks quality neutral	no	0	0
1189674:4	Great wine selection , Gigondas is worth the price , and the house champagne is a great value .	house champagne	drinks prices	negative	drinks prices negative	no	0	0
1189674:4	Great wine selection , Gigondas is worth the price , and the house champagne is a great value .	house champagne	drinks prices	positive	drinks prices positive	yes	13	15
1189674:4	Great wine selection , Gigondas is worth the price , and the house champagne is a great value .	house champagne	drinks prices	neutral	drinks prices neutral	no	0	0
1189674:5	It may be a bit packed on weekends , but the vibe is good and it is the best French food you will find in the area .	NULL	ambience general	negative	ambience general negative	no	0	0
1189674:5	It may be a bit packed on weekends , but the vibe is good and it is the best French food you will find in the area .	NULL	ambience general	positive	ambience general positive	no	0	0
1189674:5	It may be a bit packed on weekends , but the vibe is good and it is the best French food you will find in the area .	NULL	ambience general	neutral	ambience general neutral	yes	0	0
1189674:5	It may be a bit packed on weekends , but the vibe is good and it is the best French food you will find in the area .	vibe	ambience general	negative	ambience general negative	no	0	0
1189674:5	It may be a bit packed on weekends , but the vibe is good and it is the best French food you will find in the area .	vibe	ambience general	positive	ambience general positive	yes	12	13
1189674:5	It may be a bit packed on weekends , but the vibe is good and it is the best French food you will find in the area .	vibe	ambience general	neutral	ambience general neutral	no	0	0
1189674:5	It may be a bit packed on weekends , but the vibe is good and it is the best French food you will find in the area .	French food	food quality	negative	food quality negative	no	0	0
1189674:5	It may be a bit packed on weekends , but the vibe is good and it is the best French food you will find in the area .	French food	food quality	positive	food quality positive	yes	20	22
1189674:5	It may be a bit packed on weekends , but the vibe is good and it is the best French food you will find in the area .	French food	food quality	neutral	food quality neutral	no	0	0
1189674:6	Have recommended the place to friends , always gets good response .	place	restaurant miscellaneous	negative	restaurant miscellaneous negative	no	0	0
1189674:6	Have recommended the place to friends , always gets good response .	place	restaurant miscellaneous	positive	restaurant miscellaneous positive	yes	4	5
1189674:6	Have recommended the place to friends , always gets good response .	place	restaurant miscellaneous	neutral	restaurant miscellaneous neutral	no	0	0
1199292:0	Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best , freshly baked bread !	crust	food quality	negative	food quality negative	no	0	0
1199292:0	Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best , freshly baked bread !	crust	food quality	positive	food quality positive	yes	16	17
1199292:0	Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best , freshly baked bread !	crust	food quality	neutral	food quality neutral	no	0	0
1199292:0	Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best , freshly baked bread !	pizza	food quality	negative	food quality negative	no	0	0
1199292:0	Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best , freshly baked bread !	pizza	food quality	positive	food quality positive	yes	5	6
1199292:0	Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best , freshly baked bread !	pizza	food quality	neutral	food quality neutral	no	0	0
